,previous_qualification,previous_qualification_grade_,mother_s_qualification,father_s_qualification,mother_s_occupation,father_s_occupation,admission_grade,educational_special_needs,gender,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
2390,1,110.0,19,1,5,5,136.5,0,1,28,0,13.9,-0.3,0.79,Dropout
2391,1,130.0,1,37,9,1,122.0,0,1,25,0,15.5,2.8,-4.06,Dropout
2392,1,130.0,37,1,5,4,130.0,0,1,25,0,15.5,2.8,-4.06,Dropout
2393,1,135.0,38,19,9,5,126.3,0,1,18,0,8.9,1.4,3.51,Enrolled
2394,1,133.1,4,19,4,5,98.0,0,1,26,0,10.8,1.4,1.74,Dropout
2395,1,135.0,37,37,6,5,121.0,0,1,18,0,13.9,-0.3,0.79,Graduate
2396,1,128.0,19,38,9,7,124.2,0,1,22,0,15.5,2.8,-4.06,Enrolled
2397,1,140.0,1,3,4,5,130.0,0,1,25,0,16.2,0.3,-0.92,Dropout
2398,1,135.0,3,1,4,4,136.1,0,1,19,0,8.9,1.4,3.51,Enrolled
2399,1,131.0,3,19,2,3,132.8,0,1,19,0,13.9,-0.3,0.79,Graduate
2400,1,131.0,1,1,5,5,126.3,0,1,19,0,16.2,0.3,-0.92,Graduate
2401,19,100.0,1,37,9,1,111.5,0,1,45,0,10.8,1.4,1.74,Dropout
2402,1,140.0,37,37,9,9,118.2,0,1,52,0,7.6,2.6,0.32,Graduate
2403,1,124.0,19,19,9,3,115.6,0,1,20,0,9.4,-0.8,-3.12,Dropout
2404,1,130.0,38,37,5,10,117.8,0,1,19,0,10.8,1.4,1.74,Graduate
2405,1,142.0,1,38,9,9,127.0,0,1,21,0,12.4,0.5,1.79,Dropout
2406,1,150.0,37,37,9,9,140.0,0,1,35,0,9.4,-0.8,-3.12,Graduate
2407,12,110.0,37,37,7,7,106.0,0,1,36,0,7.6,2.6,0.32,Graduate
2408,19,110.0,37,38,5,5,151.0,0,1,47,0,15.5,2.8,-4.06,Dropout
2409,1,112.0,43,40,2,2,106.4,0,1,22,0,8.9,1.4,3.51,Dropout
2410,1,100.0,37,37,9,9,125.3,0,1,41,0,7.6,2.6,0.32,Dropout
2411,3,130.0,34,34,90,90,130.0,0,1,26,0,10.8,1.4,1.74,Dropout
2412,1,133.1,34,34,90,90,116.0,0,0,51,0,10.8,1.4,1.74,Dropout
2413,1,150.0,37,37,9,9,120.0,0,0,43,0,9.4,-0.8,-3.12,Enrolled
2414,1,100.0,34,34,0,0,100.0,0,0,41,0,7.6,2.6,0.32,Graduate
2415,1,130.0,34,37,9,9,118.5,0,1,23,0,7.6,2.6,0.32,Graduate
2416,1,129.0,34,30,0,5,118.9,0,1,22,0,9.4,-0.8,-3.12,Dropout
2417,1,127.0,37,37,9,9,119.3,1,1,25,0,12.7,3.7,-1.7,Dropout
2418,1,140.0,37,37,9,9,135.8,0,1,25,0,9.4,-0.8,-3.12,Graduate
2419,42,130.0,1,19,9,9,130.0,0,1,22,0,8.9,1.4,3.51,Graduate
2420,1,133.1,1,1,192,144,129.8,0,1,24,1,8.9,1.4,3.51,Enrolled
2421,2,140.0,38,38,9,10,150.0,0,1,47,0,16.2,0.3,-0.92,Dropout
2422,19,133.1,37,37,5,5,111.9,0,1,41,0,7.6,2.6,0.32,Dropout
2423,1,120.0,37,37,9,9,150.1,0,1,43,0,13.9,-0.3,0.79,Graduate
2424,1,133.1,1,37,9,8,130.0,0,1,29,0,16.2,0.3,-0.92,Dropout
2425,1,120.0,37,37,5,5,128.0,0,1,30,0,7.6,2.6,0.32,Dropout
2426,38,133.1,19,38,9,9,102.5,0,1,26,0,12.7,3.7,-1.7,Dropout
2427,1,133.1,19,38,9,9,102.5,0,1,27,0,15.5,2.8,-4.06,Dropout
2428,1,100.0,37,37,9,9,110.0,0,1,36,0,9.4,-0.8,-3.12,Graduate
2429,19,133.1,1,19,4,10,114.0,0,1,29,0,15.5,2.8,-4.06,Dropout
2430,1,120.0,34,34,0,0,128.2,0,1,35,0,9.4,-0.8,-3.12,Dropout
2431,1,128.0,38,38,6,3,116.5,0,1,18,0,10.8,1.4,1.74,Graduate
2432,1,172.0,38,37,9,9,149.3,0,1,24,0,8.9,1.4,3.51,Graduate
2433,1,146.0,38,38,9,7,134.1,0,1,18,0,10.8,1.4,1.74,Dropout
2434,1,135.0,38,37,5,7,126.6,0,1,18,0,7.6,2.6,0.32,Enrolled
2435,1,160.0,37,37,9,7,120.0,0,1,21,0,9.4,-0.8,-3.12,Enrolled
2436,1,150.0,38,37,5,8,133.5,0,1,21,0,9.4,-0.8,-3.12,Graduate
2437,1,130.0,1,3,2,6,110.0,0,1,32,0,15.5,2.8,-4.06,Graduate
2438,1,111.0,37,37,9,5,107.5,0,1,22,0,11.1,0.6,2.02,Dropout
2439,3,130.0,1,38,9,7,130.0,0,1,32,0,15.5,2.8,-4.06,Dropout
2440,6,170.0,34,34,0,0,111.6,0,1,35,0,9.4,-0.8,-3.12,Dropout
2441,1,133.1,1,38,4,7,101.0,0,1,23,0,8.9,1.4,3.51,Dropout
2442,1,100.0,37,37,6,6,108.3,0,1,39,0,7.6,2.6,0.32,Enrolled
2443,1,120.0,34,34,0,0,128.2,0,1,35,0,9.4,-0.8,-3.12,Dropout
2444,3,110.0,3,19,4,6,150.0,0,1,32,0,16.2,0.3,-0.92,Graduate
2445,1,133.1,34,34,0,0,142.8,0,1,20,0,7.6,2.6,0.32,Dropout
2446,1,120.0,37,37,9,9,100.0,0,1,34,0,16.2,0.3,-0.92,Enrolled
2447,40,150.0,37,37,6,6,150.0,0,1,44,0,8.9,1.4,3.51,Dropout
2448,19,133.1,37,19,9,10,156.5,0,1,53,0,16.2,0.3,-0.92,Graduate
2449,19,120.0,37,37,9,4,98.6,0,1,28,0,12.4,0.5,1.79,Dropout
2450,3,130.0,37,37,9,9,130.0,0,1,31,0,12.7,3.7,-1.7,Dropout
2451,1,130.0,1,38,5,9,118.1,0,1,18,0,9.4,-0.8,-3.12,Enrolled
2452,1,100.0,1,3,9,10,120.0,0,1,44,0,15.5,2.8,-4.06,Dropout
2453,1,142.0,1,1,9,9,127.7,0,1,19,0,12.7,3.7,-1.7,Graduate
2454,1,130.0,1,1,2,9,130.0,0,1,21,1,8.9,1.4,3.51,Enrolled
2455,1,148.0,3,19,3,5,147.7,0,1,18,0,9.4,-0.8,-3.12,Dropout
2456,39,170.0,19,19,5,5,170.0,0,1,20,0,16.2,0.3,-0.92,Graduate
2457,1,110.0,37,37,7,7,110.2,0,1,55,0,11.1,0.6,2.02,Graduate
2458,1,166.0,19,37,4,8,146.4,0,1,27,0,7.6,2.6,0.32,Enrolled
2459,1,135.0,12,19,5,5,121.0,0,1,19,0,12.4,0.5,1.79,Dropout
2460,1,133.0,19,37,9,9,129.9,0,1,18,0,12.4,0.5,1.79,Graduate
2461,1,133.1,37,37,7,4,132.0,0,1,43,0,15.5,2.8,-4.06,Dropout
2462,1,121.0,19,19,9,6,125.9,0,1,18,0,13.9,-0.3,0.79,Dropout
2463,1,159.0,3,3,2,2,165.7,0,1,18,0,9.4,-0.8,-3.12,Dropout
2464,1,130.0,37,38,9,9,122.7,0,1,20,0,8.9,1.4,3.51,Dropout
2465,1,121.0,37,19,9,9,141.4,0,1,29,0,10.8,1.4,1.74,Dropout
2466,19,133.1,37,37,9,10,156.4,0,1,44,0,13.9,-0.3,0.79,Dropout
2467,1,146.0,37,37,9,9,148.5,0,1,18,0,10.8,1.4,1.74,Enrolled
2468,39,140.0,37,37,9,1,140.0,0,1,20,0,15.5,2.8,-4.06,Enrolled
2469,1,125.0,38,37,8,7,131.7,0,1,20,0,12.4,0.5,1.79,Dropout
2470,1,120.0,37,37,9,9,104.7,0,1,36,0,10.8,1.4,1.74,Dropout
2471,39,150.0,5,1,2,5,150.0,0,1,19,0,13.9,-0.3,0.79,Enrolled
2472,19,110.0,37,37,90,90,110.0,0,1,29,0,12.7,3.7,-1.7,Dropout
2473,1,120.0,1,1,9,9,129.1,0,1,18,0,10.8,1.4,1.74,Dropout
2474,1,133.1,1,1,1,6,120.0,0,1,24,0,13.9,-0.3,0.79,Dropout
2475,1,133.1,3,19,2,5,127.0,0,1,20,0,15.5,2.8,-4.06,Graduate
2476,19,133.1,19,37,9,9,151.5,0,1,45,0,16.2,0.3,-0.92,Dropout
2477,1,130.0,38,37,4,4,126.8,0,1,28,0,7.6,2.6,0.32,Graduate
2478,1,160.0,19,38,9,9,140.8,0,1,23,0,7.6,2.6,0.32,Enrolled
2479,1,128.0,1,19,4,7,125.6,0,1,18,0,12.4,0.5,1.79,Graduate
2480,1,140.0,19,19,9,4,127.8,0,1,23,0,9.4,-0.8,-3.12,Dropout
2481,1,120.0,3,3,2,2,120.0,0,1,22,0,7.6,2.6,0.32,Enrolled
2482,1,140.0,19,19,5,5,131.3,0,1,22,0,12.4,0.5,1.79,Graduate
2483,12,120.0,37,38,5,5,155.7,0,1,33,0,10.8,1.4,1.74,Graduate
2484,42,130.0,1,38,9,6,128.5,0,1,21,0,8.9,1.4,3.51,Graduate
2485,1,100.0,37,37,9,5,170.0,0,1,45,0,15.5,2.8,-4.06,Graduate
2486,1,133.1,37,37,9,9,100.0,0,1,44,0,15.5,2.8,-4.06,Dropout
2487,1,110.0,19,19,90,99,107.2,0,1,42,0,12.7,3.7,-1.7,Dropout
2488,1,147.0,19,1,9,7,139.3,0,1,20,0,12.4,0.5,1.79,Dropout
2489,1,133.0,19,38,5,6,123.2,0,1,20,0,9.4,-0.8,-3.12,Enrolled
2490,1,137.0,1,38,2,8,122.3,0,1,20,0,8.9,1.4,3.51,Graduate
2491,1,124.0,1,1,4,4,127.9,0,1,20,0,9.4,-0.8,-3.12,Enrolled
2492,1,128.0,1,1,9,6,120.3,0,1,19,0,8.9,1.4,3.51,Enrolled
2493,1,120.0,1,1,4,4,128.5,0,1,26,0,12.4,0.5,1.79,Dropout
2494,1,133.1,37,37,8,7,150.0,0,1,31,0,13.9,-0.3,0.79,Graduate
2495,1,142.0,1,19,9,9,136.1,0,1,19,0,16.2,0.3,-0.92,Graduate
2496,19,100.0,37,37,0,0,128.0,0,1,28,0,7.6,2.6,0.32,Graduate
2497,1,149.0,19,37,9,9,158.1,0,1,20,0,10.8,1.4,1.74,Graduate
2498,1,110.0,37,1,9,10,108.7,0,0,43,0,9.4,-0.8,-3.12,Graduate
2499,19,133.1,1,19,2,7,110.0,0,1,25,1,15.5,2.8,-4.06,Dropout
2500,19,133.1,37,37,9,9,120.0,1,0,40,0,16.2,0.3,-0.92,Dropout
2501,39,150.0,5,4,1,1,150.0,0,0,20,1,12.4,0.5,1.79,Graduate
2502,12,133.1,37,37,9,1,113.0,0,0,46,0,11.1,0.6,2.02,Graduate
2503,1,121.0,19,37,5,7,118.6,0,0,26,0,8.9,1.4,3.51,Graduate
2504,1,133.1,3,1,5,5,148.8,0,0,34,0,12.4,0.5,1.79,Graduate
2505,1,122.0,38,37,9,5,120.3,0,0,19,0,10.8,1.4,1.74,Dropout
2506,1,143.0,19,19,9,9,127.0,0,0,18,0,12.7,3.7,-1.7,Graduate
2507,1,123.0,19,19,4,9,113.8,0,0,18,0,12.7,3.7,-1.7,Graduate
2508,1,120.0,38,37,9,7,108.0,0,1,37,0,13.9,-0.3,0.79,Graduate
2509,1,114.0,19,38,9,7,129.1,0,1,23,0,9.4,-0.8,-3.12,Graduate
2510,1,114.0,19,38,9,7,135.9,0,1,26,0,15.5,2.8,-4.06,Graduate
2511,1,154.4,19,38,3,5,154.4,0,0,18,1,10.8,1.4,1.74,Dropout
2512,1,190.0,3,2,122,4,190.0,0,0,18,1,12.4,0.5,1.79,Enrolled
2513,1,136.0,3,3,2,2,132.5,0,0,19,0,11.1,0.6,2.02,Graduate
2514,1,163.3,19,1,4,9,163.3,0,0,18,1,12.4,0.5,1.79,Graduate
2515,1,126.0,1,3,4,3,122.5,0,0,19,0,8.9,1.4,3.51,Dropout
2516,1,122.0,1,1,191,171,121.0,0,1,20,1,8.9,1.4,3.51,Enrolled
2517,1,137.0,1,1,1,5,131.8,0,0,22,0,9.4,-0.8,-3.12,Graduate
2518,1,139.0,19,1,9,5,135.0,0,0,18,0,12.7,3.7,-1.7,Graduate
2519,1,142.0,19,39,5,4,141.7,0,0,18,0,13.9,-0.3,0.79,Graduate
2520,1,133.1,38,38,5,5,131.3,0,0,18,0,8.9,1.4,3.51,Graduate
2521,1,126.0,38,37,5,7,123.9,0,0,18,0,12.4,0.5,1.79,Graduate
2522,1,131.0,4,3,7,4,126.1,0,0,18,0,8.9,1.4,3.51,Graduate
2523,1,131.0,1,19,7,7,126.5,0,0,19,0,11.1,0.6,2.02,Graduate
2524,1,108.0,19,1,5,5,107.3,0,0,20,0,15.5,2.8,-4.06,Dropout
2525,1,133.1,1,19,9,5,95.0,0,0,19,0,15.5,2.8,-4.06,Dropout
2526,1,122.0,3,1,4,7,116.1,0,0,18,0,15.5,2.8,-4.06,Graduate
2527,1,143.0,1,1,9,7,134.6,0,0,18,0,12.4,0.5,1.79,Dropout
2528,1,135.0,19,19,7,7,128.0,0,0,18,0,11.1,0.6,2.02,Graduate
2529,1,148.0,3,38,2,6,144.2,0,0,18,0,12.4,0.5,1.79,Graduate
2530,1,134.0,19,38,4,8,129.5,0,0,18,0,10.8,1.4,1.74,Graduate
2531,1,122.0,1,1,4,7,116.8,0,0,18,0,16.2,0.3,-0.92,Graduate
2532,39,160.0,37,38,9,6,160.0,0,0,20,0,16.2,0.3,-0.92,Graduate
2533,1,126.0,38,37,3,5,127.1,0,0,19,0,9.4,-0.8,-3.12,Graduate
2534,1,138.0,2,19,2,6,126.3,0,0,18,0,8.9,1.4,3.51,Enrolled
2535,1,115.0,38,38,8,7,112.9,0,0,19,0,12.4,0.5,1.79,Graduate
2536,1,141.0,3,1,1,5,130.2,0,0,19,0,12.7,3.7,-1.7,Enrolled
2537,1,100.0,3,4,3,2,100.0,0,0,19,1,9.4,-0.8,-3.12,Enrolled
2538,1,130.0,19,19,7,7,121.6,0,0,19,0,12.4,0.5,1.79,Graduate
2539,1,130.0,42,1,2,7,130.0,1,0,20,1,8.9,1.4,3.51,Graduate
2540,1,135.0,38,19,9,5,121.7,0,0,18,0,10.8,1.4,1.74,Graduate
2541,3,120.0,1,39,4,7,120.0,0,0,33,0,12.4,0.5,1.79,Dropout
2542,1,148.0,19,19,4,5,143.5,0,0,19,0,13.9,-0.3,0.79,Dropout
2543,1,136.0,1,1,9,9,128.3,0,0,18,0,15.5,2.8,-4.06,Graduate
2544,1,108.0,19,1,4,3,111.9,0,0,19,0,8.9,1.4,3.51,Dropout
2545,39,140.0,38,38,6,3,140.0,0,0,19,0,15.5,2.8,-4.06,Enrolled
2546,1,153.0,3,1,2,8,137.6,0,0,18,0,12.4,0.5,1.79,Graduate
2547,1,135.0,19,19,9,5,135.0,0,0,20,0,10.8,1.4,1.74,Graduate
2548,1,146.0,19,37,7,7,133.8,0,0,19,0,9.4,-0.8,-3.12,Graduate
2549,1,130.0,19,19,9,9,126.9,0,1,18,0,9.4,-0.8,-3.12,Graduate
2550,1,113.0,1,2,5,3,106.7,0,1,19,0,13.9,-0.3,0.79,Dropout
2551,1,145.7,37,37,9,9,145.7,0,0,25,1,13.9,-0.3,0.79,Graduate
2552,1,145.0,3,3,4,4,153.1,0,0,20,0,12.7,3.7,-1.7,Enrolled
2553,1,126.0,38,37,5,5,118.7,0,0,19,0,12.7,3.7,-1.7,Graduate
2554,1,160.0,34,34,0,0,161.8,0,1,33,0,7.6,2.6,0.32,Dropout
2555,1,134.0,19,38,194,175,124.9,0,1,18,0,8.9,1.4,3.51,Enrolled
2556,1,163.0,19,37,5,8,150.8,0,1,18,0,7.6,2.6,0.32,Enrolled
2557,1,130.0,1,1,2,3,130.0,0,0,19,1,11.1,0.6,2.02,Graduate
2558,1,165.0,3,3,2,2,163.6,0,0,18,0,12.4,0.5,1.79,Enrolled
2559,1,142.0,38,19,141,171,115.0,0,0,19,0,13.9,-0.3,0.79,Enrolled
2560,1,156.0,19,1,5,10,136.8,0,0,18,0,11.1,0.6,2.02,Dropout
2561,1,141.0,3,19,2,7,130.9,0,0,18,0,7.6,2.6,0.32,Graduate
2562,1,143.0,19,37,7,7,127.0,0,0,18,0,9.4,-0.8,-3.12,Graduate
2563,19,133.1,38,38,2,10,120.0,0,0,37,0,16.2,0.3,-0.92,Dropout
2564,1,133.0,38,1,2,4,126.0,0,0,20,0,9.4,-0.8,-3.12,Enrolled
2565,1,172.0,37,37,5,5,153.8,0,0,20,1,10.8,1.4,1.74,Graduate
2566,1,140.0,19,19,9,6,140.0,0,1,21,1,11.1,0.6,2.02,Graduate
2567,1,142.0,38,1,5,4,136.6,0,0,18,0,12.4,0.5,1.79,Graduate
2568,1,140.0,19,1,9,8,105.0,0,0,26,0,15.5,2.8,-4.06,Enrolled
2569,12,133.1,37,37,9,7,139.4,0,0,41,0,7.6,2.6,0.32,Enrolled
2570,1,148.0,19,1,3,9,140.0,0,0,18,0,16.2,0.3,-0.92,Graduate
2571,1,137.0,19,37,9,7,130.8,0,0,18,0,9.4,-0.8,-3.12,Graduate
2572,1,143.0,38,38,9,9,138.8,0,0,31,0,11.1,0.6,2.02,Graduate
2573,1,133.1,1,1,4,10,110.0,0,0,23,0,12.7,3.7,-1.7,Graduate
2574,1,138.0,37,19,9,9,127.8,0,0,19,0,7.6,2.6,0.32,Graduate
2575,1,138.0,37,38,4,9,134.2,0,0,20,0,11.1,0.6,2.02,Graduate
2576,1,150.0,37,37,7,5,143.0,0,0,40,0,12.7,3.7,-1.7,Graduate
2577,39,120.0,37,37,9,9,120.0,0,0,32,0,16.2,0.3,-0.92,Dropout
2578,1,110.0,37,37,9,7,113.2,0,0,24,0,10.8,1.4,1.74,Dropout
2579,1,146.0,19,37,5,8,135.8,0,0,18,0,7.6,2.6,0.32,Graduate
2580,1,148.0,37,37,9,9,143.5,0,0,18,0,10.8,1.4,1.74,Graduate
2581,1,145.0,19,37,4,7,148.9,0,0,18,0,10.8,1.4,1.74,Graduate
2582,1,133.1,38,38,4,7,115.6,0,0,27,0,15.5,2.8,-4.06,Dropout
2583,1,160.0,38,37,9,5,159.3,0,0,18,0,7.6,2.6,0.32,Graduate
2584,1,150.0,19,37,9,8,138.5,0,0,26,0,12.7,3.7,-1.7,Enrolled
2585,1,130.0,19,12,9,4,133.2,0,0,19,0,7.6,2.6,0.32,Graduate
2586,1,120.0,37,34,0,0,117.6,0,0,19,0,7.6,2.6,0.32,Graduate
2587,1,115.0,1,37,5,5,108.7,0,0,21,0,9.4,-0.8,-3.12,Enrolled
2588,1,133.1,1,19,4,6,106.0,0,0,24,0,12.7,3.7,-1.7,Enrolled
2589,1,120.0,37,37,9,10,122.6,0,0,20,0,12.7,3.7,-1.7,Dropout
2590,1,134.0,19,1,5,9,127.4,0,0,18,0,10.8,1.4,1.74,Enrolled
2591,1,133.1,19,19,9,9,100.0,0,0,30,0,11.1,0.6,2.02,Dropout
2592,1,133.1,19,37,9,9,95.0,0,0,22,0,11.1,0.6,2.02,Enrolled
2593,3,130.0,37,19,9,8,130.0,0,0,21,0,10.8,1.4,1.74,Graduate
2594,1,120.0,19,19,4,5,122.8,0,0,26,0,13.9,-0.3,0.79,Dropout
2595,1,115.0,19,19,7,7,115.0,0,0,23,0,9.4,-0.8,-3.12,Enrolled
2596,1,135.0,19,37,5,9,145.9,0,0,18,0,16.2,0.3,-0.92,Graduate
2597,1,133.1,1,37,5,9,143.0,0,0,21,0,12.7,3.7,-1.7,Dropout
2598,1,145.0,19,38,9,9,100.0,0,0,18,0,13.9,-0.3,0.79,Dropout
2599,1,130.0,19,37,5,5,121.3,0,0,21,0,9.4,-0.8,-3.12,Enrolled
2600,1,118.0,38,38,7,7,121.2,0,0,18,0,7.6,2.6,0.32,Enrolled
2601,1,138.0,37,37,5,9,125.1,1,0,19,0,12.7,3.7,-1.7,Dropout
2602,1,122.0,1,1,4,9,112.9,0,0,22,0,7.6,2.6,0.32,Enrolled
2603,1,126.0,38,19,5,8,120.8,0,0,19,0,12.4,0.5,1.79,Graduate
2604,1,121.0,38,37,9,8,114.0,0,0,19,0,9.4,-0.8,-3.12,Dropout
2605,1,152.0,37,37,7,5,132.1,0,0,19,0,9.4,-0.8,-3.12,Dropout
2606,39,160.0,37,37,192,192,160.0,0,0,27,0,9.4,-0.8,-3.12,Graduate
2607,1,134.0,37,37,5,5,134.0,0,0,22,0,12.7,3.7,-1.7,Graduate
2608,1,128.0,37,1,9,7,124.2,0,0,18,0,15.5,2.8,-4.06,Dropout
2609,1,125.0,38,38,5,5,115.6,0,0,20,0,9.4,-0.8,-3.12,Graduate
2610,1,130.0,37,37,9,9,128.2,0,0,34,0,9.4,-0.8,-3.12,Dropout
2611,1,138.0,1,38,5,8,132.8,0,0,18,0,13.9,-0.3,0.79,Graduate
2612,1,121.0,1,1,5,5,123.1,0,1,20,0,9.4,-0.8,-3.12,Graduate
2613,1,134.0,1,19,5,5,125.6,0,0,20,1,12.7,3.7,-1.7,Graduate
2614,1,130.0,1,38,4,9,115.0,0,1,25,0,16.2,0.3,-0.92,Dropout
2615,1,126.0,3,19,2,9,123.6,0,1,18,0,8.9,1.4,3.51,Dropout
2616,1,148.0,1,1,9,9,141.7,0,1,18,0,8.9,1.4,3.51,Dropout
2617,1,160.0,19,38,5,7,139.0,0,0,18,0,9.4,-0.8,-3.12,Dropout
2618,1,118.0,1,19,5,4,118.0,0,0,19,0,12.4,0.5,1.79,Graduate
2619,1,150.0,38,19,5,5,142.0,0,0,19,0,10.8,1.4,1.74,Dropout
2620,1,140.0,1,1,5,5,143.4,0,0,21,0,13.9,-0.3,0.79,Graduate
2621,1,100.0,3,2,2,2,115.9,0,0,29,0,9.4,-0.8,-3.12,Enrolled
2622,1,110.0,1,37,9,9,105.1,0,0,20,0,12.4,0.5,1.79,Graduate
2623,42,140.0,19,37,134,193,138.0,0,0,21,0,8.9,1.4,3.51,Graduate
2624,1,133.1,37,37,9,8,114.7,0,0,34,1,10.8,1.4,1.74,Dropout
2625,1,140.0,1,37,3,9,130.5,0,0,20,1,12.7,3.7,-1.7,Graduate
2626,1,110.0,37,37,9,9,134.3,0,1,24,0,10.8,1.4,1.74,Dropout
2627,1,148.0,1,1,4,3,137.5,0,1,18,0,16.2,0.3,-0.92,Graduate
2628,1,137.0,1,19,4,4,125.3,0,1,19,0,7.6,2.6,0.32,Enrolled
2629,1,120.0,1,19,7,7,111.3,0,1,18,0,15.5,2.8,-4.06,Enrolled
2630,1,120.0,38,38,9,5,144.8,0,1,28,0,10.8,1.4,1.74,Enrolled
2631,1,130.0,1,1,9,7,152.1,0,1,28,0,11.1,0.6,2.02,Dropout
2632,1,132.0,38,38,0,5,126.1,0,1,20,0,7.6,2.6,0.32,Dropout
2633,1,130.0,1,1,7,4,136.0,0,1,22,0,9.4,-0.8,-3.12,Graduate
2634,1,128.0,19,1,4,4,124.3,0,1,19,0,10.8,1.4,1.74,Graduate
2635,1,132.0,1,19,7,5,129.9,0,1,20,0,12.4,0.5,1.79,Enrolled
2636,1,133.1,3,1,2,4,136.1,0,1,26,0,12.4,0.5,1.79,Dropout
2637,1,120.0,37,37,9,9,115.1,0,1,21,0,9.4,-0.8,-3.12,Dropout
2638,1,145.0,3,3,2,2,143.6,0,1,18,0,12.4,0.5,1.79,Graduate
2639,1,127.0,37,38,9,7,115.8,0,1,18,0,11.1,0.6,2.02,Graduate
2640,1,135.0,19,19,4,7,149.0,0,1,22,0,11.1,0.6,2.02,Graduate
2641,19,133.1,37,37,9,9,100.0,0,1,36,0,16.2,0.3,-0.92,Dropout
2642,1,125.0,38,38,9,9,133.4,0,1,20,0,13.9,-0.3,0.79,Graduate
2643,1,127.0,3,4,2,2,122.8,0,1,20,0,10.8,1.4,1.74,Dropout
2644,1,133.1,37,1,5,4,151.2,0,1,25,0,12.4,0.5,1.79,Dropout
2645,1,150.0,37,19,6,4,137.0,0,1,35,0,15.5,2.8,-4.06,Graduate
2646,1,133.1,1,37,7,7,118.0,0,1,22,0,11.1,0.6,2.02,Dropout
2647,1,150.0,3,39,3,7,126.4,0,1,26,0,12.4,0.5,1.79,Enrolled
2648,39,130.0,38,38,9,5,130.0,0,1,20,0,16.2,0.3,-0.92,Dropout
2649,12,133.1,37,1,9,10,112.5,0,1,50,0,16.2,0.3,-0.92,Dropout
2650,1,125.0,19,38,9,8,118.3,0,1,20,0,10.8,1.4,1.74,Dropout
2651,1,127.0,3,1,2,8,121.4,0,1,20,0,12.4,0.5,1.79,Enrolled
2652,3,140.0,3,19,2,10,140.0,0,1,35,0,15.5,2.8,-4.06,Dropout
2653,1,110.0,3,19,4,5,109.0,0,1,19,0,15.5,2.8,-4.06,Graduate
2654,1,133.1,37,37,5,7,110.0,0,1,43,0,9.4,-0.8,-3.12,Dropout
2655,1,124.0,3,38,2,1,119.8,0,1,19,0,10.8,1.4,1.74,Graduate
2656,1,114.0,37,37,9,9,130.0,0,1,25,0,12.7,3.7,-1.7,Graduate
2657,1,155.0,1,3,5,10,167.3,0,1,19,0,13.9,-0.3,0.79,Graduate
2658,1,114.0,1,19,9,9,111.9,0,1,20,0,7.6,2.6,0.32,Enrolled
2659,1,133.1,38,37,5,5,136.0,0,1,22,0,12.7,3.7,-1.7,Dropout
2660,1,125.0,37,37,3,3,124.0,0,1,19,0,11.1,0.6,2.02,Dropout
2661,1,120.0,19,37,3,9,132.9,0,1,32,0,13.9,-0.3,0.79,Dropout
2662,38,100.0,37,37,9,7,154.0,0,1,57,0,9.4,-0.8,-3.12,Graduate
2663,1,133.1,1,19,3,5,115.0,0,1,20,0,16.2,0.3,-0.92,Dropout
2664,1,120.0,1,1,5,5,96.0,0,1,38,0,8.9,1.4,3.51,Dropout
2665,1,120.0,37,3,9,3,168.2,0,1,45,0,12.4,0.5,1.79,Graduate
2666,1,110.0,37,37,9,10,140.0,0,1,43,0,10.8,1.4,1.74,Dropout
2667,1,144.0,38,1,9,9,137.4,0,1,19,0,10.8,1.4,1.74,Graduate
2668,19,133.1,19,19,4,4,150.0,0,1,49,0,15.5,2.8,-4.06,Dropout
2669,19,133.1,37,38,9,7,100.5,0,1,43,0,10.8,1.4,1.74,Enrolled
2670,1,133.1,37,38,9,9,148.5,0,1,34,0,11.1,0.6,2.02,Dropout
2671,1,138.0,19,19,5,5,123.3,0,1,18,0,12.4,0.5,1.79,Enrolled
2672,1,120.0,38,38,1,4,138.7,0,1,43,0,10.8,1.4,1.74,Graduate
2673,1,120.0,19,1,9,8,117.2,0,1,21,0,15.5,2.8,-4.06,Dropout
2674,1,160.0,34,34,99,99,114.3,0,1,40,0,7.6,2.6,0.32,Enrolled
2675,1,134.0,19,37,5,5,125.3,0,1,19,0,10.8,1.4,1.74,Graduate
2676,1,133.1,37,37,1,1,97.0,0,1,27,0,10.8,1.4,1.74,Enrolled
2677,1,110.0,37,37,9,6,140.0,0,1,43,0,16.2,0.3,-0.92,Dropout
2678,1,130.0,37,37,9,9,124.0,0,1,31,0,9.4,-0.8,-3.12,Graduate
2679,39,140.0,38,1,134,134,140.0,0,1,26,0,8.9,1.4,3.51,Enrolled
2680,1,150.0,37,38,175,103,127.0,0,1,34,0,8.9,1.4,3.51,Graduate
2681,19,100.0,34,34,0,0,110.0,0,1,30,0,7.6,2.6,0.32,Graduate
2682,19,133.1,38,38,7,8,170.0,0,1,36,0,16.2,0.3,-0.92,Dropout
2683,3,120.0,37,37,6,7,120.0,0,1,46,0,11.1,0.6,2.02,Dropout
2684,1,133.1,1,19,5,9,130.0,0,1,22,0,7.6,2.6,0.32,Graduate
2685,3,130.0,1,19,5,9,130.0,0,1,27,0,16.2,0.3,-0.92,Dropout
